searchedWord,pronounciations,englishDefinition,partOfSpeech,tags,seeAlso,info
4,構築環境='こうちくかんきょう',built environment,Noun,,,
共犯,,,,,,
1,共犯='きょうはん',complicity,Noun,,正犯,
,,Accomplice,,,,
,,,,,,
2,共犯者='きょうはんしゃ',"accomplice, henchman",Noun,,,
,,,,,,
3,共犯関係='きょうはんかんけい',"complicity (in a crime), collusion",Noun,Yojijukugo (four character compound),,
皆無,,,,,,
1,皆無='かいむ',"nonexistent, nil, none, nothing (at all), bugger-all","Na-adjective, Noun, No-adjective",,,
あながち,,,,,,
1,強ち='あながち',"not necessarily, not entirely, not altogether",Adverb,Usually written using kana alone,,
生誕,,,,,,
1,生誕='せいたん',"birth, nativity","Noun, Suru verb",,,
,,,,,,
2,生誕百年='せいたんひゃくねん',100th birthday anniversary,Noun,,,
ひねくれ,,,,,,
1,"ひねくれ者='ひねくれもの', 捻くれ者='ひねくれもの'","contrary person, sourpuss, dog-in-the-manger",Noun,,,
,,,,,,
2,"拈くれる='ひねくれる', 捻くれる='ひねくれる'","to be contrary, to be uncooperative, to be rebellious","Ichidan verb, intransitive verb",Usually written using kana alone,,
生温い,,,,,,
1,"生ぬるい='なまぬるい', 生温い='なまぬるい'","lukewarm, tepid",I-adjective,,,
,,"half-hearted, vague, weak",,,,
,,"lenient, mild, soft",,,,
はぐらかす,,,,,,
1,逸らかす='はぐらかす',"to dodge (e.g. a question), to evade, to sidestep","Godan verb with su ending, Transitive verb",Usually written using kana alone,,
,,to give (someone) the slip,,,,
死守,,,,,,
1,死守='ししゅ',"defending to the last, defending desperately","Noun, Suru verb",,,
殺人鬼,,,,,,
1,殺人鬼='さつじんき',"devilish homicide, cutthroat",Noun,,,
,,,,,,
2,殺人鬼 (映画)='no reading provided',10 to Midnight,Wikipedia definition,,,
正に,,,,,,
1,"当に='まさに', 正に='まさに', 将に='まさに'","exactly, surely, certainly",Adverb,Usually written using kana alone,,
,,"right then, just then, at that moment",,,,
,,"just (about to), on the verge (of doing or happening)",,,,
,,"duly, naturally",,,,
片棒,,,,,,
1,片棒='かたぼう',"partner, accomplice",Noun,,,
,,,,,,
2,片棒を担ぐ='かたぼうをかつぐ',to take part in,"Expression, Godan verb with gu ending",,,
洒落,,,,,,
1,"洒落='しゃれ', no kanji='シャレ'","joke, pun, jest, witticism, wordplay",Noun,,,
,,"smartly dressed, stylish, fashion-conscious, refined",,,,
,,,,,,
2,"灑落='しゃらく', 洒落='しゃらく'","free and easy, open-hearted, relaxed, not fussy, frank","Na-adjective, Noun",,,
,,,,,,
3,洒落='しゃら',impertinent,Archaic/formal form of na-adjective,Archaism,,
,,"fresh, fashionable",,,,
,,prostitute,,,,
,,,,,,
4,洒落る='しゃれる',to dress stylishly,"Ichidan verb, intransitive verb",,,
,,"to joke, to play on words",,,,
,,,,,,
5,洒落本='しゃれぼん',late Edo-period novelette about life in the red-light districts,Noun,,,
,,Sharebon,,,,
,,,,,,
6,洒落た='しゃれた',"stylish, smart, tasteful, fashionable",Noun or verb acting prenominally,,,
,,witty,,,,
,,,,,,
7,"洒落臭い='しゃらくさい, しゃらくくさい'","impertinent, impudent, cheeky",I-adjective,,,
,,,,,,
8,"洒落っ気='しゃれっけ', しゃれっ気='しゃれっけ'","fashion-consciousness, desire to be stylish",Noun,,,
,,"humor, humour, wit",,,,
,,,,,,
9,洒落者='しゃれもの',"dandy, fop",Noun,,,
,,,,,,
10,洒落にならない='しゃれにならない',"not funny, not a laughing matter, not a joke","Expression, I-adjective",Usually written using kana alone,,
不毛,,,,,,
1,不毛='ふもう',"barren, sterile, infertile","No-adjective, Na-adjective, Noun",,,
,,"unproductive (e.g. discussion), fruitless",,,,
,,,,,,
2,不毛の地='ふもうのち',"barren land, sterile soil, wasteland","Expression, Noun",,,
,,,,,,
3,不毛地帯='no reading provided',Fumō Chitai,Wikipedia definition,,,
回る,,,,,,
1,"回る='まわる', 廻る='まわる'","to turn, to revolve","Godan verb with ru ending, intransitive verb",,ぐるぐる,
,,to visit several places,,,,
,,to function well,,,,
,,to pass a certain time,,,,
,,,,,,
2,"巡る='めぐる', 回る='めぐる', 廻る='めぐる'",to go around,"Godan verb with ru ending, intransitive verb",Usually written using kana alone,,
,,to return,,,,
,,to surround,,,,
,,to concern (usu. of disputes),,,,
,,,,,,
3,"回る='もとおる', 廻る='もとおる'",to wander around,"Godan verb with ru ending, intransitive verb",,,
,,,,,,
4,"回る='みる', 廻る='みる'",to go around,Ichidan verb,Archaism,,
勝負,,,,,,
1,勝負='しょうぶ',victory or defeat,Noun,,,
,,"match, contest, game, bout",,,,
,,Shoubu,,,,
,,,,,,
2,勝負師='しょうぶし',gambler,Noun,,,
,,risk taker,,,,
,,,,,,
3,勝負審判='しょうぶしんぱん',ringside judge,Noun,Sumo term,,
,,Shimpan,,,,
,,,,,,
4,勝負審判交替='しょうぶしんぱんこうたい',change of judges,Noun,Sumo term,,
,,,,,,
5,勝負所='しょうぶどころ',"decisive moment, turning point, critical moment, win-or-bust situation",Noun,,,
,,,,,,
6,勝負下着='しょうぶしたぎ',"""lucky"" underwear (esp. panties), set aside for special dates",Noun,Colloquialism,勝負服,
,,,,,,
7,勝負服='しょうぶふく',jockey's racing uniform,Noun,,,
,,"one's best clothes (esp. for women), normally put aside for important meetings, dates, etc.",,,,
,,,,,,
8,勝負事='しょうぶごと',"gambling, competition, game (of chance)",Noun,,,
,,,,,,
9,勝負俵='しょうぶだわら',bales forming the edge of the ring,Noun,Sumo term,,
,,,,,,
10,勝負パンツ='しょうぶパンツ',"""lucky"" underwear (esp. panties), set aside for special dates",Noun,Colloquialism,勝負下着,
経由,,,,,,
1,"経由='けいゆ, けいゆう'","going through, going via, going by way of","Noun, Suru verb",,,
,,,,,,
2,経由地='けいゆち',"transit point, transit airport, connection airport",Noun,,,
投影,,,,,,
1,投影='とうえい',projection,"Noun, Suru verb",,,
,,Psychological projection,,,,
,,,,,,
2,投影法='とうえいほう',projective technique,Noun,,,
,,Projection,,,,
,,,,,,
3,投影図='とうえいず',a projection drawing,Noun,,,
,,Graphical projection,,,,
,,,,,,
4,投影図法='とうえいずほう',(method of) projection,Noun,,,
,,,,,,
5,投影基準点='とうえいきじゅんてん',"projection reference point, PRP",Noun,Computer terminology,,
,,,,,,
6,投影線='とうえいせん',projector,Noun,Computer terminology,,
,,,,,,
7,投影面積='とうえいめんせき',projected area,Noun,,,
,,,,,,
8,投影方法='とうえいほうほう',projection type,Noun,Computer terminology,,
,,,,,,
9,投影機='とうえいき',projector,Noun,,,
,,,,,,
10,投影ビューポート='とうえいビューポート',projection viewport,Noun,Computer terminology,,
義理,,,,,,
1,義理='ぎり',"duty, sense of duty, honor, honour, decency, courtesy, debt of gratitude, social obligation","Noun, No-adjective",,,
,,"in-law, relation by marriage",,,,
,,Giri (Japanese),,,,
,,,,,,
2,義理の姉='ぎりのあね',"one's sister-in-law, stepsister (elder)",Noun,,,
,,,,,,
3,義理のお兄さん='ぎりのおにいさん',one's brother-in-law,Noun,,,
,,,,,,
4,義理にも='ぎりにも',"in all conscience, in honour, in duty bound",Expression,,,
,,,,,,
5,義理の母='ぎりのはは',"mother-in-law, foster mother, stepmother",Noun,,,
,,,,,,
6,義理の父='ぎりのちち',"father-in-law, foster father, stepfather",Noun,,,
,,,,,,
7,義理一遍='ぎりいっぺん',"perfunctory, going-through-the-motions-sort of (invitation, gift, etc.)","Noun, Na-adjective, No-adjective",Yojijukugo (four character compound),,
,,,,,,
8,義理が悪い='ぎりがわるい',failing in one's duty (e.g. to someone),"Expression, I-adjective",,,
,,,,,,
9,義理の親='ぎりのおや',"parent-in-law, parents-in-law","Expression, Noun",,,
,,,,,,
10,義理の兄='ぎりのあに',"one's brother-in-law, stepbrother (elder)",Noun,,,
精一杯,,,,,,
1,"精一杯='せいいっぱい', 精いっぱい='せいいっぱい'","the best one can do, one's best effort",Noun,,,
,,"with all one's might, to the best of one's ability",,,,
感傷,,,,,,
1,感傷='かんしょう',"sentiment, sentimentality",Noun,,,
,,,,,,
2,感傷的='かんしょうてき',"sentimental, emotional, maudlin, mawkish",Na-adjective,,,
,,,,,,
3,感傷主義='かんしょうしゅぎ',sentimentalism,Noun,,,
,,,,,,
4,感傷劇='かんしょうげき',sentimental drama,Noun,,パセティックドラマ,
,,,,,,
5,感傷主義者='かんしょうしゅぎしゃ',sentimentalist,Noun,,,
物狂,,,,,,
1,物狂='ぶっきょう',"mad, insane","No-adjective, Noun",Archaism,,
,,very surprised,,,,
,,,,,,
2,物狂い='ものぐるい',"insanity, an insane person",Noun,,,
,,,,,,
3,物狂おしい='ものぐるおしい',"frantic, like mad",I-adjective,,,
俗物,,,,,,
1,俗物='ぞくぶつ',"worldly-minded person, vulgar person, philistine, snob, vulgar and ostentatious person","Noun, No-adjective",,,
,,,,,,
2,俗物根性='ぞくぶつこんじょう',"snobbery, snobbishness, philistinism, vulgar and ostentatious nature (disposition)","Noun, No-adjective",Yojijukugo (four character compound),,
軽装,,,,,,
1,軽装='けいそう',lightweight equipment or dress,"Noun, Suru verb",,,
,,,,,,
2,軽装甲機動車='no reading provided',Komatsu LAV,Wikipedia definition,,,
端的,,,,,,
1,端的='たんてき',"frank, direct, plain, straightforward, point-blank, concise",Na-adjective,,,
,,,,,,
2,端的に言う='たんてきにいう',"to come to the point, to get straight to the point, to speak frankly, to speak plainly, to talk straight","Expression, Godan verb with u ending",,,
徹底的,,,,,,
1,徹底的='てっていてき',"thorough, complete",Na-adjective,,,
,,,,,,
2,徹底的行動主義='no reading provided',Radical behaviorism,Wikipedia definition,,,
唐突,,,,,,
1,唐突='とうとつ',"abrupt, sudden","Na-adjective, Noun",,,
,,,,,,
2,唐突千万='とうとつせんばん',"very sudden, very abrupt","Noun, Na-adjective",Yojijukugo (four character compound),,
かましていた,,,,,,
1,課='か',lesson,"Noun, Noun - used as a suffix",,,
,,"section (in an organization), division, department",,,,
,,counter for lessons and chapters (of a book),,,,
,,,,,,
2,可='か',"passable, acceptable, tolerable, fair","Noun, Noun - used as a suffix",,,
,,,,,,
3,"no kanji='カ', 蚊='か'",mosquito,Noun,,,
,,,,,,
4,no kanji='か',indicates a question (sometimes rhetorical),Particle,,,
,,"or, whether or not",,,,
,,"some- (e.g. something, someone)",,,,
,,"indicates doubt, uncertainty, etc.",,,,
,,emphatic prefix,,,,
,,suffix forming adjectives or adverbs,,,,
,,in that way,,,,
,,Ka (kana),,,,
,,,,,,
5,"箇='か', no kanji='カ', 个='か', 個='か'","counter for the ichi-ni-san counting system (usu. directly preceding the item being counted), a noun read using its on-yomi",Counter,,,
,,Mosquito,,,,
,,,,,,
6,科='か',"department, section, faculty, school, arm","Noun, Noun - used as a suffix",,,
,,"course (of study), branch of study, specialization",,,,
,,(taxonomical) family,,,,
,,,,,,
7,化='か',"action of making something, -ification",Suffix,,化する,
,,,,,,
8,加='か',"addition, increase",Noun,,,
,,Canada,,,,
,,Ka,,,,
,,,,,,
9,架='か',"rack, mount, stand",Noun,,,
,,,,,,
10,家='か',"-ist, -er",Suffix,,政治家,
,,,,,,
11,下='か',under (being in said condition or environment),"Suffix, No-adjective",,,
,,,,,,
12,過='か',"surplus- (attaches to start of Sino-Japanese words), excess-, over-",Prefix,,,
,,per- (chemical with more of a certain element than found in other compounds of the same constituents),,,,
,,,,,,
13,戈='か',ge (ancient Chinese dagger-axe),Noun,,,
,,Dagger-axe,,,,
,,,,,,
14,日='か',day of month,Noun - used as a suffix,,,
,,counter for days,,,,
,,,,,,
15,夏='か',Xia (dynasty of China; perhaps mythological),Noun,,,
,,,,,,
16,火='か',Tuesday,Noun,Abbreviation,火曜,
,,fire (second of the five elements),,,,
,,,,,,
17,荷='か',counter for loads (that can be carried on one's shoulders),"Suffix, Counter",,,
,,,,,,
18,菓='か',fruit,Noun,Archaism,,
,,counter for fruit,,,,
,,,,,,
19,顆='か',condyle,Noun,,,
,,counter for grains and small spheres,,,,
,,,,,,
20,佳='か',"beautiful, good, excellent","Na-adjective, Noun",,,
貧弱,,,,,,
1,貧弱='ひんじゃく',"poor, meagre, meager, feeble, scanty, shabby, insubstantial","Na-adjective, Noun",,,
収斂,,,,,,
1,"収れん='しゅうれん', 収斂='しゅうれん'","astringency, constriction, contraction","Noun, Suru verb",,,
,,"collecting (e.g. opinions), putting together, summarizing",,,,
,,extraction (of taxes),,,,
,,convergence (of light),,,,
,,convergence,,,,
,,convergence,,,,
,,Convergence,,,,
,,,,,,
2,収斂進化='しゅうれんしんか',convergent evolution,Noun,Biology term,,
,,Convergent evolution,,,,
,,,,,,
3,"収斂剤='しゅうれんざい', 収れん剤='しゅうれんざい'",astringent,Noun,,,
,,,,,,
4,収斂級数='no reading provided',Convergent series,Wikipedia definition,,,
,,,,,,
5,収斂基準='no reading provided',Euro convergence criteria,Wikipedia definition,,,
滑稽,,,,,,
1,滑稽='こっけい',"funny, comical, humorous, laughable","Na-adjective, Noun",,,
,,"ridiculous, silly, absurd",,,,
,,,,,,
2,滑稽本='こっけいぼん',comic novel (Edo period),Noun,,,
,,Kokkeibon,,,,
,,,,,,
3,滑稽諧謔='こっけいかいぎゃく',"smooth-talking and humorous, with jocose and comical airs",Noun,Yojijukugo (four character compound),,
,,,,,,
4,"こっけい味='こっけいみ', 滑稽味='こっけいみ'","humorous flavour, something comical",Noun,,,
,,,,,,
5,滑稽洒脱='こっけいしゃだつ',"smooth-talking and polished, witty, free, easy, and urbane","Noun, Na-adjective",Yojijukugo (four character compound),,
,,,,,,
6,"こっけい者='こっけいしゃ', 滑稽者='こっけいしゃ'","idiot, dummy, joker, fool, trickster",Noun,,"おどけ者 おどけもの, たわけ者 たわけもの",
,,,,,,
7,"戲け者='たわけもの', 戯け者='たわけもの', 白痴者='たわけもの', 白癡者='たわけもの', たわけ者='たわけもの'","idiot, dummy, joker, fool, trickster",Noun,,おどけ者 おどけもの,
,,,,,,
8,"戲け者='おどけもの', 戯け者='おどけもの', おどけ者='おどけもの'","idiot, dummy, joker, fool, trickster",Noun,,,
,,,,,,
9,滑稽味が有る='こっけいみがある',tinged with humor (humour),Expression,,,
消耗,,,,,,
1,"消耗='しょうもう, しょうこう'","exhaustion, consumption, waste, dissipation","Noun, Suru verb",,,
,,,,,,
2,消耗品='しょうもうひん',consumable goods,Noun,,,
,,,,,,
3,消耗戦='しょうもうせん',war of attrition,Noun,,,
,,Attrition warfare,,,,
,,,,,,
4,消耗的='しょうこうてき',exhaustive,Na-adjective,,,
,,,,,,
5,消耗品費='しょうもうひんひ',"expenses for consumable goods, supplies expenses",Noun,,,
際立,,,,,,
1,"際立つ='きわだつ', 際だつ='きわだつ'","to be prominent, to be conspicuous",Godan verb with tsu ending,,,
異能,,,,,,
1,異能='いのう',"unusual power, superpower, ability beyond that of humans",Noun,,,
,,,,,,
2,異能使い='no reading provided',Inou Tsukai,Wikipedia definition,,,
凌駕,,,,,,
1,"陵駕='りょうが', 凌駕='りょうが'","excelling, surpassing, outdoing","Noun, Suru verb",,,
挑発,,,,,,
1,"挑発='ちょうはつ', 挑撥='ちょうはつ'","provocation, stirring up, arousal, excitement, stimulation","Noun, Suru verb",,,
,,,,,,
2,挑発的='ちょうはつてき',"provocative, incendiary, inflammatory",Na-adjective,,,
,,"suggestive, lascivious, risqué",,,,
意地汚く,,,,,,
1,"意地穢い='いじきたない', 意地汚い='いじきたない', 意地汚ない='いじきたない'","gluttonous, greedy",I-adjective,,,
内側,,,,,,
1,"内側='うちがわ, ないそく'","inside, interior, inner part","Noun, No-adjective",,,
,,,,,,
2,内側毛帯='ないそくもうたい',medial lemniscus,Noun,Anatomical term,,
,,,,,,
3,内側広筋='no reading provided',Vastus medialis,Wikipedia definition,,,
,,,,,,
4,内側胸筋神経='no reading provided',Medial pectoral nerve,Wikipedia definition,,,
,,,,,,
5,内側翼突筋神経='no reading provided',Medial pterygoid nerve,Wikipedia definition,,,
,,,,,,
6,内側側副靱帯='no reading provided',Medial collateral ligament,Wikipedia definition,,,
,,,,,,
7,内側直筋='no reading provided',Medial rectus muscle,Wikipedia definition,,,
,,,,,,
8,内側前脳束='no reading provided',Medial forebrain bundle,Wikipedia definition,,,
,,,,,,
9,内側翼突筋='no reading provided',Medial pterygoid muscle,Wikipedia definition,,,
尋常,,,,,,
1,尋常='じんじょう',"common, usual","Na-adjective, Noun, No-adjective",,,
,,,,,,
2,尋常一様='じんじょういちよう',"ordinary, common, mediocre","Na-adjective, No-adjective, Noun",Yojijukugo (four character compound),,
,,,,,,
3,尋常茶飯='じんじょうさはん',"everyday occurrence, commonplace of life, nothing out of the ordinary","Noun, Na-adjective, No-adjective",Yojijukugo (four character compound),,
,,,,,,
4,尋常小学校='じんじょうしょうがっこう',"elementary school (1886-1941), primary school",Noun,Obsolete term,,
,,,,,,
5,尋常性白斑='no reading provided',Vitiligo,Wikipedia definition,,,
拘束,,,,,,
1,拘束='こうそく',"restriction, restraint, binding, constraint","Noun, Suru verb",,,
,,,,,,
2,拘束時間='こうそくじかん',total hours spent working,Noun,,,
,,,,,,
3,拘束衣='こうそくい',straitjacket,Noun,,,
,,Straitjacket,,,,
,,,,,,
4,拘束名簿式比例代表制='こうそくめいぼしきひれいだいひょうせい',"proportional representation electoral system (in which party votes are cast, and candidates from each party are elected based on an ordered list available to the public)",Noun,,,
,,,,,,
5,拘束圧='こうそくあつ',confining pressure,Noun,,,
,,,,,,
6,拘束力='こうそくりょく',binding force,Noun,,,
,,,,,,
7,拘束具='no reading provided',Physical restraint,Wikipedia definition,,,
,,,,,,
8,拘束型心筋症='no reading provided',Restrictive cardiomyopathy,Wikipedia definition,,,
,,,,,,
9,拘束性肺疾患='no reading provided',Restrictive lung disease,Wikipedia definition,,,
創作,,,,,,
1,創作='そうさく',"production, literary creation, work","Noun, Suru verb, No-adjective",,,
,,,,,,
2,創作意欲='そうさくいよく',"will (urge) to create, creative urge, appetite for writing",Noun,Yojijukugo (four character compound),,
,,,,,,
3,創作家='そうさくか',"author, writer, novelist",Noun,,,
,,,,,,
4,創作物='そうさくぶつ',"creative work (e.g. artistic, literary)",Noun,,,
,,,,,,
5,創作欲='そうさくよく',creative urge,Noun,,,
,,,,,,
6,創作料理='そうさくりょうり',"creative cookery, creative cuisine",Noun,,,
,,,,,,
7,創作者='そうさくしゃ',"writer, novelist",Noun,,,
,,,,,,
8,創作的='そうさくてき',creative,Na-adjective,,,
,,,,,,
9,創作力='そうさくりょく',"creative power, genius, creative originality",Noun,,,
,,,,,,
10,創作権='そうさくけん',rights of authorship,Noun,,,
実存,,,,,,
1,実存='じつぞん',existence,"Noun, Suru verb, No-adjective",,,
,,,,,,
2,実存主義='じつぞんしゅぎ',existentialism,"Noun, No-adjective",,,
,,Existentialism,,,,
,,,,,,
3,実存主義者='じつぞんしゅぎしゃ',existentialist,Noun,,,
,,,,,,
4,実存哲学='じつぞんてつがく',existential philosophy,Noun,,,
,,,,,,
5,実存的='じつぞんてき',existential,Na-adjective,Obscure term,実存,
,,,,,,
6,実存は本質に先立つ='no reading provided',Existence precedes essence,Wikipedia definition,,,
気安い,,,,,,
1,"気安い='きやすい', 気易い='きやすい'","relaxed, familiar, easy to access, friendly",I-adjective,,,
一定,,,,,,
1,"一定='いってい, いちじょう'","fixed, settled, constant, definite, uniform, regularized, regularised, defined, standardized, standardised, certain, prescribed","Noun, No-adjective, Suru verb, Na-adjective",,,
,,,,,,
2,一定期間='いっていきかん',"fixed interval, fixed period",Temporal noun,,,
,,,,,,
3,一定量='いっていりょう',fixed amount,Noun,,,
,,,,,,
4,一定値='いっていち',"fixed value, constant value",Noun,,,
,,,,,,
5,一定不変='いっていふへん',"invariable, permanent",Noun,Yojijukugo (four character compound),,
,,,,,,
6,一定温度='いっていおんど',constant temperature,Noun,,,
,,,,,,
7,一定ビットレート='いっていビットレート',constant bit rate,Noun,Computer terminology,,
太極図,,,,,,
1,太極図='no reading provided',Taijitu,Wikipedia definition,,,
淘汰,,,,,,
1,淘汰='とうた',"weeding out, elimination (e.g. of unneeded employees), culling, selection","Noun, Suru verb",,,
,,selection (e.g. natural selection),,,,
,,,,,,
2,淘汰作用='とうたさよう',"sifting out, weeding out, selection, sorting",Noun,,,
編纂,,,,,,
1,"編纂='へんさん', 編さん='へんさん'","compilation (esp. dictionary, history, law code), editing","Noun, Suru verb",,編集,
,,,,,,
2,編纂者='へんさんしゃ',"editor, compiler",Noun,,,
憎たらしい,,,,,,
1,"憎たらしい='にくたらしい, にくったらしい'","odious, hateful, awful, horrid, revolting",I-adjective,,憎らしい,
即座,,,,,,
1,即座='そくざ',"immediate, right there on the spot, impromptu, instant, instantaneous","No-adjective, Noun",,,
,,,,,,
2,即座に='そくざに',"immediately, right away, on the spot",Adverb,,即座,
足りえる,,,,,,
1,足る='たる',"to be sufficient, to be enough, to be worthy of","Godan verb with ru ending, intransitive verb",,,
,,,,,,
2,足るを知る='たるをしる',"to know one has enough, to be satisfied with one's lot in life",Expression,Idiomatic expression,,
,,,,,,
3,足るを知る者は富む='たるをしるものはとむ',"content is the philosopher's stone, that turns all it touches into gold",Expression,Proverb,足るを知る,
調子者,,,,,,
1,"調子者='ちょうしもの', 調子物='ちょうしもの'","matter of chance, person easily elated",Noun,,,
敷居,,,,,,
1,"敷居='しきい', 閾='しきい, しきみ, しき'","threshold (esp. one with grooves for sliding doors), sill",Noun,Architecture term,鴨居,
,,,,,,
2,敷居が高い='しきいがたかい',"having a high threshold, awkward to approach or go to","Expression, I-adjective",,敷居の高い,
,,,,,,
3,敷居値演算='しきいちえんざん',threshold operation,Noun,Computer terminology,,
,,,,,,
4,敷居の高い='しきいのたかい',"having a high threshold, awkward to approach or go to","Expression, I-adjective",,敷居が高い,
,,,,,,
5,敷居値素子='しきいちそし',"threshold gate, threshold element",Noun,Computer terminology,,
,,,,,,
6,敷居値関数='しきいちかんすう',threshold function,Noun,Computer terminology,,
,,,,,,
7,敷居値ゲート='しきいちゲート',"threshold gate, threshold element",Noun,Computer terminology,,
語源,,,,,,
1,"語原='ごげん', 語源='ごげん'","word root, word derivation, etymology",Noun,,,
,,Etymology,,,,
,,,,,,
2,語源学='ごげんがく',etymology,Noun,,,
,,,,,,
3,語源説='ごげんせつ',"etymological theory, etymology",Noun,,,
,,,,,,
4,語源辞典='no reading provided',Etymological dictionary,Wikipedia definition,,,
履歴,,,,,,
1,履歴='りれき',"personal history, background, career",Noun,,,
,,"log, record",,,,
,,hysteresis,,,,
,,,,,,
2,履歴書='りれきしょ',"personal history, curriculum vitae, resume",Noun,,,
,,Curriculum vitae,,,,
,,,,,,
3,履歴現象='りれきげんしょう',hysteresis,"Noun, No-adjective","Physics terminology, Medicine, etc. term",ヒステリシス,
,,,,,,
4,履歴情報='りれきじょうほう',historical information,Noun,Computer terminology,,
,,,,,,
5,履歴データ='りれきデータ',historical data,Noun,Computer terminology,,
果たして,,,,,,
1,"果して='はたして', 果たして='はたして'","as was expected, just as one thought, sure enough, as a result",Adverb,,,
,,"really? (in questions), ever?",,,,
経歴,,,,,,
1,経歴='けいれき',"personal history, career","Noun, Suru verb",,,
,,,,,,
2,経歴詐称='けいれきさしょう',misrepresentation (falsification) of one's past record (personal history),Noun,Yojijukugo (four character compound),,
誇らか,,,,,,
1,誇らか='ほこらか',proud,Na-adjective,,,
産物,,,,,,
1,産物='さんぶつ',"product, produce",Noun,,,
,,"result, fruit",,,,
,,Sanbutsu,,,,
正座,,,,,,
1,"正坐='せいざ', 正座='せいざ'","seiza, kneeling with the tops of the feet flat on the floor, and sitting on the soles","Noun, Suru verb",,,
,,,,,,
2,正座='しょうざ',"seat of honor, seat of honour",Noun,,,
,,Seiza,,,,
悪意,,,,,,
1,悪意='あくい',"ill will, spite, evil intention, malice","Noun, No-adjective",,,
,,bad meaning,,,,
,,"mala fides, bad faith, criminal intent to deceive",,,,
,,malice,,,,
,,Bad faith,,,,
,,,,,,
2,悪意占有='あくいせんゆう',mala fide possession,Noun,"Law, etc. term",善意占有,
,,,,,,
3,悪意のあるソフトウェアの削除ツール='no reading provided',Windows Malicious Software Removal Tool,Wikipedia definition,,,
御用,,,,,,
1,"ご用='ごよう', 御用='ごよう'","your order, your business, official business",Noun,,,
,,"arrest, apprehension, capture",,,,
,,,,,,
2,御用邸='ごようてい',imperial villa,Noun,,,
,,Hayama Imperial Villa,,,,
,,,,,,
3,"ご用達='ごようたし, ごようたつ, ごようだつ, ごようだち', 御用達='ごようたし, ごようたつ, ごようだつ, ごようだち'","purveyor (esp. to the government, Imperial Household, etc.)","Noun, Noun - used as a suffix, No-adjective",,,
,,Royal warrant of appointment,,,,
,,,,,,
4,"御用納め='ごようおさめ', ご用納め='ごようおさめ'",year-end office closing (usu. Dec. 28),Noun,,御用始め,
,,,,,,
5,"御用商人='ごようしょうにん', ご用商人='ごようしょうにん'",a purveyor to the government,Noun,Yojijukugo (four character compound),,
,,,,,,
6,"御用の方='ごようのかた', ご用の方='ごようのかた'","customer, guest",Noun,,,
,,,,,,
7,"ご用始め='ごようはじめ', 御用始め='ごようはじめ'",re-opening of offices in New Year (usu. Jan. 4),Noun,,御用納め,
,,,,,,
8,"御用組合='ごようくみあい', ご用組合='ごようくみあい'",a company union,Noun,Yojijukugo (four character compound),,
,,,,,,
9,御用繁多='ごようはんた',"being busy with many things, extreme busyness due to pressure of business","Noun, Na-adjective",Yojijukugo (four character compound),,
,,,,,,
10,"ご用学者='ごようがくしゃ', 御用学者='ごようがくしゃ'","scholar beholden to the government, self-serving academic, scholar who toadies up to government authorities",Noun,Yojijukugo (four character compound),,
妖艶,,,,,,
1,妖艶='ようえん',"fascinating, voluptuous, bewitching","Na-adjective, Noun",,,
しょんぼり,,,,,,
1,no kanji='しょんぼり',"downheartedly, dejectedly, dispiritedly, despondently","Adverb, Adverb taking the 'to' particle, Suru verb",Onomatopoeic or mimetic word,,
はっと,,,,,,
1,法度='はっと',"law, ban, prohibition, ordinance",Noun,,,
,,,,,,
2,"no kanji='はっと, ハッと'","taken aback, surprised","Adverb, Suru verb",Onomatopoeic or mimetic word,,
,,"suddenly (realizing, understanding, becoming aware, etc.)",,,,
,,"quickly (of actions, changes, etc.)",,,,
,,"standing out, being showy, being gaudy",,,,
,,,,,,
3,no kanji='ハット',hat,Noun,,,
,,hut,,,,
,,,,,,
4,"はっと息を呑む='はっといきをのむ', ハッと息をのむ='ハッといきをのむ'",to gasp in surprise,"Expression, Godan verb with mu ending",,,
,,,,,,
5,"法堂='はっとう, ほうどう'",lecture hall of a temple (esp. Zen),Noun,Buddhist term,,
,,,,,,
6,八頭身='はっとうしん',beautiful well-proportioned woman (body 8 times longer than head),Noun,,,
,,,,,,
7,八徳='はっとく',the eight virtues,Noun,,"仁, 義, 礼, 智, 忠, 信, 孝, 悌",
,,,,,,
8,"no kanji='ハットトリック, ハット・トリック'",hat trick,Noun,,,
,,Hat-trick,,,,
,,,,,,
9,no kanji='ハットゥシャ',Hattusa,Wikipedia definition,,,
,,,,,,
10,ハットゥシリ1世='no reading provided',Hattusili I,Wikipedia definition,,,
何せ,,,,,,
1,"何せ='なにせ, なんせ'","at any rate, anyhow",Adverb,Usually written using kana alone,,
究極,,,,,,
1,"究極='きゅうきょく', 窮極='きゅうきょく'","ultimate, final, last, eventual","No-adjective, Noun",,,
,,,,,,
2,究極 (アルバム)='no reading provided',Going for the One,Wikipedia definition,,,
,,,,,,
3,究極的='きゅうきょくてき',ultimate,Na-adjective,,,
,,,,,,
4,究極要因='きゅうきょくよういん',final cause,Noun,,目的因,
,,,,,,
5,"究極目的='きゅうきょくもくてき', 窮極目的='きゅうきょくもくてき'","final aim, final end, supreme end",Noun,,,
,,,,,,
